example_id,pair_id,conversation_id,customer_message,context_before_customer,brand_response,is_initial_inquiry,existing_heuristic_intent,existing_candidate_intents,hard_case_category,response_type,sampling_stratum,human_primary_intent,human_secondary_intents,human_is_ambiguous,human_is_multi_intent,human_notes,annotation_status,annotation_method,suggested_primary_intent,suggested_secondary_intents,suggested_is_ambiguous,suggested_is_multi_intent,suggested_notes,suggestion_confidence,suggestion_reasoning
cand_0071,pair_850018_850017,850020,"@SpotifyCares It is happening with other artists, sometimes it says ""cant play song"" I think but mostly I just try to click it and nothing plays. I uninstalled the app and re-downloaded it but that didn't help.","Customer: @115888 hey guys, I can't listen to Lana Del Rey.. that is a problem. I can't play half the songs in most of my playlist. What's wrong??
Brand: @321971 Hey there! Are you getting an error message? Also, is this happening only with that artist's tracks? /RH","@321971 Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RH",False,offline_downloads_issue,"playback_streaming_issue,offline_downloads_issue",multi_intent,Clarification / Request for Info,hard_case_multi_intent,playback_streaming_issue,app_technical_device,False,True,,reviewed,human_override,offline_downloads_issue,playback_streaming_issue,True,True,Brand response shown for reviewer orientation only.,medium,"Multiple taxonomy patterns matched (playback_streaming_issue, offline_downloads_issue); guideline priority rules select offline_downloads_issue."
cand_0072,pair_853079_853080,853079,"Hey @115888 @SpotifyCares, why is it still so complicated and unintuitive to get a playlist from a link into the desktop app?",,"@322649 1: Hi! Just to check, are you having issues accessing a shared playlist link through the desktop app? If you can tell us what's...",True,playlist_library_curation,"playlist_library_curation,app_technical_device",multi_intent,Clarification / Request for Info,hard_case_multi_intent,,,,,,pending,,playlist_library_curation,app_technical_device,True,True,Brand response shown for reviewer orientation only.,medium,"Multiple taxonomy patterns matched (playlist_library_curation, app_technical_device); guideline priority rules select playlist_library_curation."
cand_0073,pair_854637_854636,854637,@115888 woke up this morning and all my saved songs are gone... any way this can be fixed?,,"@322980 Hey Kyra! Just to check, did all your offline music get desynced, or has all your saved Songs disappeared? We'll see what we can suggest /GN",True,playlist_library_curation,playlist_library_curation,normal,Clarification / Request for Info,intent_coverage_playlist_library_curation,,,,,,pending,,playlist_library_curation,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching playlist_library_curation in the documented taxonomy.
cand_0074,pair_856217_856215,856217,hey @115888 why does your web player continue to be garbage,,"@323325 Hi, that doesn't sound right. What's happening exactly? What device, operating system, and Spotify version are you using? We'll help out /JE",True,unclear_insufficient_context,,sarcasm_slang_hostile,Clarification / Request for Info,hard_case_sarcasm_slang_hostile,,,,,,pending,,unclear_insufficient_context,,True,False,Brand response shown for reviewer orientation only.,low,Customer message and available context lack enough diagnostic detail; guidelines route this to unclear_insufficient_context.
cand_0075,pair_859964_859963,859964,@SpotifyCares check dm please,,@324180 Hey there! We've replied to your DM. Check your inbox /LM,True,unclear_insufficient_context,,insufficient_context,Other / Miscellaneous,hard_case_insufficient_context,,,,,,pending,,unclear_insufficient_context,,True,False,Brand response shown for reviewer orientation only. Very short message with no disambiguating context.,low,Customer message and available context lack enough diagnostic detail; guidelines route this to unclear_insufficient_context.
cand_0076,pair_871357_871356,871359,"@115888 I have never said anything but good things but the customer service is trash, the app is trash , fuck y’all I’m getting Apple Music","Customer: @115888 got one more fucking time before I switch to Apple Music.
Customer: @115888 Yep I’m switching . They can’t even fucking help me and this app is trash.",@209250 Hi there! Sorry to hear you feel that way. Can you let us know what's happening exactly? We'll do our best to help out /AG,False,other_miscellaneous,,sarcasm_slang_hostile,Clarification / Request for Info,hard_case_sarcasm_slang_hostile,,,,,,pending,,other_miscellaneous,,False,False,Brand response shown for reviewer orientation only.,low,No specific support-domain evidence matched; guidelines keep this as other_miscellaneous rather than inventing a label.
cand_0077,pair_872258_872257,872258,Any word on an app for Apple Watch-or-TV? I need Spotify for working out &amp; parties and don't currently have it. @115888 @SpotifyCares,,"@327079 1. Hey there! We don't have any news to share about Apple TV and Watch right now, but you can vote for the idea here:",True,app_technical_device,app_technical_device,normal,Other / Miscellaneous,intent_coverage_app_technical_device,,,,,,pending,,app_technical_device,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching app_technical_device in the documented taxonomy.
cand_0078,pair_875202_875201,875202,On @327793 there are not available all songs :( Only 'Postcards in the Sky' song and songs from both EPs. @68312 @63190,,"@327792 Hi Madeline, help's here. Can you let us know the device/OS and Spotify version you're using? We'll see what we can suggest /NY",True,content_catalog_licensing,content_catalog_licensing,normal,Clarification / Request for Info,intent_coverage_content_catalog_licensing,,,,,,pending,,content_catalog_licensing,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching content_catalog_licensing in the documented taxonomy.
cand_0079,pair_875198_875197,875202,@SpotifyCares All songs from his new album are already available in my country :) And I don't have any trouble playing them now. Thank you!,"Customer: On @327793 there are not available all songs :( Only 'Postcards in the Sky' song and songs from both EPs. @68312 @63190
Brand: @327792 Hi Madeline, help's here. Can you let us know the device/OS and Spotify version you're using? We'll see what we can suggest /NY
Customer: @SpotifyCares Thanks for noticing it :) With some time more and more songs are getting available.
Brand: @327792 Sometimes content gets temporarily removed because of licensing changes. Are you having trouble playing any of David Archuleta's songs? /TB",@327792 That's great to hear! Just let us know if you need anything else. We'd be... https://t.co/LgAM6ky9Vv /TB,False,playback_streaming_issue,"playback_streaming_issue,content_catalog_licensing",multi_intent,Other / Miscellaneous,hard_case_multi_intent,content_catalog_licensing,,False,False,,reviewed,human_override,playback_streaming_issue,"content_catalog_licensing,other_miscellaneous",True,True,Brand response shown for reviewer orientation only.,medium,"Multiple taxonomy patterns matched (playback_streaming_issue, content_catalog_licensing, other_miscellaneous); guideline priority rules select playback_streaming_issue."
cand_0080,pair_877445_877446,877441,@SpotifyCares  https://t.co/l2jLOMMBgU,"Customer: Anyone else's Spotify randomly connect to the webplayer and play some random playlists you've never heard before? So odd. Had it 3 times now
Brand: @328296 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /NG
Customer: @SpotifyCares Happened on both Android &amp; Windows Spotify - newest versions! Only started doing this few days ago and happened around 3 times
Brand: @328296 Thanks. Just to check, are you getting any specific error messages? If so, a screenshot can be handy /NG
Customer: @SpotifyCares Nope, just stops my song, connects to webplayer and plays some random stuff. Despacito was the latest one ahaha
Brand: @328296 Got it. Can you head to your desktop app's Settings &gt; Startup and Window Behaviour and check if it's ticked or unticked? /NG","@328296 Can you try unticking the ""Allow Spotify to be opened from the web""? Does that help? /NG",False,playback_streaming_issue,,context_dependent_followup,Clarification / Request for Info,hard_case_context_dependent_followup,,,,,,pending,,playback_streaming_issue,"playlist_library_curation,app_technical_device,other_miscellaneous",True,True,Context used because the customer message alone was underspecified. Brand response shown for reviewer orientation only.,medium,"Multiple taxonomy patterns matched (playback_streaming_issue, playlist_library_curation, app_technical_device, other_miscellaneous); guideline priority rules select playback_streaming_issue."
cand_0081,pair_883440_883439,883440,"@SpotifyCares someone is playing music that i never played, i think someone is in my account",,@329782 Hey Raynard! Can you Dm us your account's username and email address? We'll take a look backstage /TF,True,playback_streaming_issue,playback_streaming_issue,normal,Redirect / DM,intent_coverage_playback_streaming_issue,,,,,,pending,,playback_streaming_issue,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching playback_streaming_issue in the documented taxonomy.
cand_0082,pair_884037_884035,884037,@115888 took travelin solider by @36698 off and I'm PISSED,,@329933 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /RA,True,other_miscellaneous,,sarcasm_slang_hostile,Information / Explanation,hard_case_sarcasm_slang_hostile,,,,,,pending,,other_miscellaneous,,False,False,Brand response shown for reviewer orientation only.,low,No specific support-domain evidence matched; guidelines keep this as other_miscellaneous rather than inventing a label.
cand_0083,pair_886358_886357,886358,.@115888 really needs to make a '90s witch playlist,,@330447 Hey there! Could you give us some examples of what you mean? We'll see what we can do /TB,True,playlist_library_curation,playlist_library_curation,normal,Clarification / Request for Info,intent_coverage_playlist_library_curation,,,,,,pending,,playlist_library_curation,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching playlist_library_curation in the documented taxonomy.
cand_0084,pair_888581_888582,888579,@SpotifyCares Windows 950xl phone.,"Customer: Their UI sucks but their twitter team does not. https://t.co/YqHaQdoglr
Brand: @325676 You're welcome! We don’t have any other info on this right now, but let us know if you need a hand with anything else /JX
Customer: @SpotifyCares One layer of well-considered UI menus options would make things much easier.
Brand: @325676 Just to clarify, What device are you using? We'll see what we can suggest /JX",@325676 3: Thank you for your suggestions! We can’t make any promises but we've got it noted and we’ll pass your it onto the right folks /JX,False,unclear_insufficient_context,,context_dependent_followup,Other / Miscellaneous,multi_turn_followup,,,,,,pending,,unclear_insufficient_context,,True,False,Brand response shown for reviewer orientation only.,low,Customer message and available context lack enough diagnostic detail; guidelines route this to unclear_insufficient_context.
cand_0085,pair_889538_889540,889539,@SpotifyCares Thank you for reply!,"Customer: @115888 why did you remove some of the phantom of the opera songs from the movie album... :( I need my wandering child .. :(
Brand: @331185 Hey there. Sometimes content gets removed because of licensing changes. Hopefully we'll have it available again soon! /BH",@331185 You're welcome! If anything else comes up just give us a shout. We're here around the clock 🙂 /BH,False,content_catalog_licensing,,context_dependent_followup,Generic Acknowledgement,multi_turn_followup,,,,,,pending,,other_miscellaneous,,False,False,Brand response shown for reviewer orientation only.,low,No specific support-domain evidence matched; guidelines keep this as other_miscellaneous rather than inventing a label.
cand_0086,pair_899571_899569,899573,@SpotifyCares hello i want to update spotify payment by mobile but i dont get any code number message what should i do?,"Customer: @118266 min saya mau update payment via mobile indosat tp selalu gadapet sms code number gmn nih min?
Brand: @333571 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /RB",@333571 Thanks! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,False,billing_subscription_payment,"billing_subscription_payment,app_technical_device",multi_intent,Redirect / DM,hard_case_multi_intent,,,,,,pending,,billing_subscription_payment,app_technical_device,False,True,Brand response shown for reviewer orientation only. Financial-support category requires human review before final annotation.,medium,"Multiple taxonomy patterns matched (billing_subscription_payment, app_technical_device); guideline priority rules select billing_subscription_payment."
cand_0087,pair_902409_902408,902409,Hi @115888 - how do you block an artist from a Discover playlist? Woman-beater @284369 killing my vibe.,,"@272104 Hi! This isn't possible right now, but you can show your support for the idea on our Community: https://t.co/oGDLtirXki /RB",True,content_catalog_licensing,"content_catalog_licensing,playlist_library_curation",multi_intent,Other / Miscellaneous,hard_case_multi_intent,,,,,,pending,,content_catalog_licensing,playlist_library_curation,True,True,Brand response shown for reviewer orientation only.,medium,"Multiple taxonomy patterns matched (content_catalog_licensing, playlist_library_curation); guideline priority rules select content_catalog_licensing."
cand_0088,pair_907669_907668,907669,@115888 your webplayer is broken again. https://t.co/21DZ6ZUDFA,,@335537 Hey there! Could you let us know which web browser you're using? We'll be right here waiting /KL,True,unclear_insufficient_context,,normal,Clarification / Request for Info,intent_coverage_unclear_insufficient_context,,,,,,pending,,unclear_insufficient_context,,True,False,Brand response shown for reviewer orientation only.,low,Customer message and available context lack enough diagnostic detail; guidelines route this to unclear_insufficient_context.
cand_0089,pair_926727_926726,926727,@127637 c'est très urgent svp,,@339895 @127637 Hi! We've just sent a DM your way. Let's carry on chatting there /QI,True,unclear_insufficient_context,,insufficient_context,Other / Miscellaneous,hard_case_insufficient_context,,,,,,pending,,unclear_insufficient_context,,True,False,Brand response shown for reviewer orientation only. Very short message with no disambiguating context.,low,Customer message and available context lack enough diagnostic detail; guidelines route this to unclear_insufficient_context.
cand_0090,pair_929989_929987,929992,"@SpotifyCares Either my mobile (android) or desktop (windows 10). It doesnt respond when i click them, if i try shuffle i get ""this song is not available""","Customer: Hi @115888 for some reason my account wont play Kesha tracks. Ive tried downloading it and it still doesnt work?
Brand: @340652 Hey there! Can you let us know the device/OS you’re using? Also, are you receiving any error messages? Keep us posted /TB","@340652 Got it, thanks for the info. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /TB",False,content_catalog_licensing,"content_catalog_licensing,playlist_library_curation",multi_intent,Troubleshooting / Actionable,hard_case_multi_intent,playback_streaming_issue,content_catalog_licensing,False,True,,reviewed,human_override,content_catalog_licensing,playlist_library_curation,True,True,Brand response shown for reviewer orientation only.,medium,"Multiple taxonomy patterns matched (content_catalog_licensing, playlist_library_curation); guideline priority rules select content_catalog_licensing."
cand_0091,pair_948892_948891,948892,@SpotifyCares is there an update planned to the spotify mobile app  on W10 mobile? Or streaming from onedrive on UWP apps?,,@294501 2: You can also show your support for UWP apps by voting for it here: https://t.co/TGZFKt4dIg /ST,True,app_technical_device,app_technical_device,normal,Other / Miscellaneous,intent_coverage_app_technical_device,,,,,,pending,,app_technical_device,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching app_technical_device in the documented taxonomy.
cand_0092,pair_968284_968283,968284,@115888 hey account got hacked and deleted a playlist I had been building for 6 years!! Can I get it back,,@349849 Hey Max! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,True,account_access_credentials,"account_access_credentials,playlist_library_curation",multi_intent,Redirect / DM,hard_case_multi_intent,,,,,,pending,,account_access_credentials,playlist_library_curation,False,True,Brand response shown for reviewer orientation only. Account/security category requires human review before final annotation.,medium,"Multiple taxonomy patterns matched (account_access_credentials, playlist_library_curation); guideline priority rules select account_access_credentials."
cand_0093,pair_978489_978491,978490,@SpotifyCares No. Just locally on my pc. Pressing the thingy left of the play/pause/nextsong buttons. The shuffle isnt purely random i reckon.,"Customer: @115888 So, is there an actual shuffle function that is random? Pure random is what i need, for without i can't have a mix that is mixed.
Brand: @352064 Hi Gustav! The cavalry's here. Just to check, are you using Spotify Connect when shuffling playlists? /AU",@352064 We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /AU,False,playlist_library_curation,"playback_streaming_issue,playlist_library_curation",multi_intent,Other / Miscellaneous,hard_case_multi_intent,playback_streaming_issue,,False,False,,reviewed,human_override,playlist_library_curation,playback_streaming_issue,True,True,Brand response shown for reviewer orientation only.,medium,"Multiple taxonomy patterns matched (playback_streaming_issue, playlist_library_curation); guideline priority rules select playlist_library_curation."
cand_0094,pair_983455_983457,983455,@SpotifyCares How can I amend the post code on my account? I'm in a family plan.,,"@238325 2: will only appear once, and only you have the visibility over it. If you need to have it updated, you'll have to create a new account.",True,plan_management_discount,plan_management_discount,normal,Other / Miscellaneous,intent_coverage_plan_management_discount,,,,,,pending,,plan_management_discount,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching plan_management_discount in the documented taxonomy.
cand_0095,pair_997168_997167,997169,@115888 Linky no worky 😟,Customer: Keep the flow with ad-free music. Premium is just 99p for 3 months. https://t.co/zwM1HYBWMw,"@272397 Hey Andy, that doesn't sound right! Can you send us a screenshot of any error messages you're getting? We'll see what we can suggest /JE",False,unclear_insufficient_context,,context_dependent_followup,Clarification / Request for Info,hard_case_context_dependent_followup,,,,,,pending,,unclear_insufficient_context,,True,False,Brand response shown for reviewer orientation only.,low,Customer message and available context lack enough diagnostic detail; guidelines route this to unclear_insufficient_context.
cand_0096,pair_1004406_1004407,1004405,@SpotifyCares @SpotifyCares running latest versions of both,"Customer: @116130 Hi. Any idea why I can't play any Pearl Jam on any format? Phone says it's premium feature. I'm on the 'unlimited' plan. Thx
Brand: @357729 Hey! What device, operating system, and Spotify version is this happening on? Are you getting any error messages? /AY
Customer: @SpotifyCares Tried on my Windows app, where it says 'cannot play this song' for any PJ, then on my Android app it says it's a premium feature. V Odd.","@357729 Can you DM us your account's email/username &amp; the exact Windows, Android, and Spotify versions you're on? We'll see what we can suggest /AY https://t.co/ldFdZRiNAt",False,playback_streaming_issue,,context_dependent_followup,Redirect / DM,hard_case_context_dependent_followup,,,,,,pending,,playback_streaming_issue,,False,False,Context used because the customer message alone was underspecified. Brand response shown for reviewer orientation only.,medium,"Customer follow-up is underspecified, but preceding context matches playback_streaming_issue."
cand_0097,pair_1007217_1007215,1007217,"@SpotifyCares Help. Only some of my ""Songs"" are available offline on my Mac whereas all of them are available offline on my phone. https://t.co/h2btcrL2yz",,"@358346 Hey there! That's odd. Have you tried logging out, restarting your device, then logging back in? /PB",True,offline_downloads_issue,offline_downloads_issue,normal,Troubleshooting / Actionable,intent_coverage_offline_downloads_issue,,,,,,pending,,offline_downloads_issue,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching offline_downloads_issue in the documented taxonomy.
cand_0098,pair_1035429_1035428,1035429,@SpotifyCares a few days ago Spotify decided to download 1.5 GB of songs on cellular even though I have it set to only download on Wi-Fi.,,"@364918 Hey, that's not cool! Can you tell us the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /JM",True,offline_downloads_issue,offline_downloads_issue,normal,Clarification / Request for Info,intent_coverage_offline_downloads_issue,,,,,,pending,,offline_downloads_issue,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching offline_downloads_issue in the documented taxonomy.
cand_0099,pair_1047991_1047990,1047991,@SpotifyCares hello,,"@367700 Hey Jake! How can we help out today? Can you let us know the device/OS you’re using, as well as the issue? We'll lend a hand /TB",True,unclear_insufficient_context,,insufficient_context,Clarification / Request for Info,hard_case_insufficient_context,,,,,,pending,,unclear_insufficient_context,,True,False,Brand response shown for reviewer orientation only. Very short message with no disambiguating context.,low,Customer message and available context lack enough diagnostic detail; guidelines route this to unclear_insufficient_context.
cand_0100,pair_1061639_1061637,1061639,@115888 @SpotifyCares why does the app use 12.95GB on my mob? I deleted most downloads which barely reduced this huge amount...,,@370672 Hey! Can you let us know the operating system and Spotify versions you're using? We'll see what we can suggest /RC,True,offline_downloads_issue,offline_downloads_issue,normal,Clarification / Request for Info,intent_coverage_offline_downloads_issue,,,,,,pending,,offline_downloads_issue,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching offline_downloads_issue in the documented taxonomy.
cand_0101,pair_1067209_1067211,1067216,@SpotifyCares That helps to do but the problem seems to come back every couple of days.,"Customer: @115888 Sure starting to miss Groove already, at least it would work worth a shit. Care to make sure your app installs and opens correctly?
Customer: @115888 Look at this shit. You can't even uninstall it without the damn uninstaller crashing. Why the fuck should we pay for this again? https://t.co/J5YKObC8zb
Brand: @371846 Hey, sorry about that. Could you let us know what operating system and Spotify version you're using? We'll check backstage /RK
Customer: @SpotifyCares Spotify 1.0.65.320.gac7a8e02
Windows 7 64bit Home Premium
Brand: @371846 Thanks for the info. Have you tried rebooting your computer and restarting your router? If not, can you give it a try? /RK",@371846 Thanks for clearing that up. Best thing to try here is a clean reinstall. Just follow the exact steps at https://t.co/EqisDMwZAT /RK,False,billing_subscription_payment,,normal,Troubleshooting / Actionable,multi_turn_followup,,,,,,pending,,billing_subscription_payment,"app_technical_device,other_miscellaneous",False,True,Context used because the customer message alone was underspecified. Brand response shown for reviewer orientation only. Financial-support category requires human review before final annotation.,medium,"Multiple taxonomy patterns matched (billing_subscription_payment, app_technical_device, other_miscellaneous); guideline priority rules select billing_subscription_payment."
cand_0102,pair_1067256_1067255,1067256,@SpotifyCares Can’t find some songs I’m looking for.@221912 “highDefinition” and Tamia’s “It’s a Party”. Pls add,,"@371859 Hi Ric! Fingers crossed we'll be able to have them soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /AU",True,other_miscellaneous,,normal,Other / Miscellaneous,intent_coverage_other_miscellaneous,,,,,,pending,,other_miscellaneous,,False,False,Brand response shown for reviewer orientation only.,low,No specific support-domain evidence matched; guidelines keep this as other_miscellaneous rather than inventing a label.
cand_0103,pair_1076521_1076520,1076521,"Does anyone know, why is @115888 app so slow all the time? Haven't they heard about #cache or what? #onload #loadingindicator #forever",,"@374020 Hi there! Can you tell us the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /JM",True,unclear_insufficient_context,,normal,Clarification / Request for Info,intent_coverage_unclear_insufficient_context,,,,,,pending,,unclear_insufficient_context,,True,False,Brand response shown for reviewer orientation only.,low,Customer message and available context lack enough diagnostic detail; guidelines route this to unclear_insufficient_context.
cand_0104,pair_1089035_1089034,1089036,@115888 @SpotifyCares Hello??? It's frustrating because I've been paying for premium @115888 for over a year now and my account still hasn't been fixed. #wtf,Customer: I'm in one of those moods where I can't live without my @115888 playlists. But I can't access my account! Help @SpotifyCares! Woe is me!,@376909 Hi! We've just responded to your DM. Let's carry on chatting there /WW,False,account_access_credentials,,sarcasm_slang_hostile,Other / Miscellaneous,hard_case_sarcasm_slang_hostile,,,,,,pending,,account_access_credentials,playlist_library_curation,False,True,Context used because the customer message alone was underspecified. Brand response shown for reviewer orientation only. Account/security category requires human review before final annotation.,medium,"Multiple taxonomy patterns matched (account_access_credentials, playlist_library_curation); guideline priority rules select account_access_credentials."
cand_0105,pair_1095355_1095354,1095355,"@SpotifyCares bonsoir à quand une nouvelle appli plus pratique avec une meilleur gestion des playlist, album …
#iOS #Mac #Android #Spotify",,"@378484 Hey! We can help out in English via Twitter, but we also have French support via email at https://t.co/ZgU70TbP8M /JP",True,playlist_library_curation,playlist_library_curation,normal,Other / Miscellaneous,intent_coverage_playlist_library_curation,,,,,,pending,,playlist_library_curation,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching playlist_library_curation in the documented taxonomy.
cand_0106,pair_1098087_1098086,1098087,@SpotifyCares I've been getting these split-second delays in my stream when my phone display is off. 3-4 times per song. On wi-fi currently.,,@191177 Hey Logan! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /KL,True,other_miscellaneous,,normal,Troubleshooting / Actionable,intent_coverage_other_miscellaneous,,,,,,pending,,other_miscellaneous,,False,False,Brand response shown for reviewer orientation only.,low,No specific support-domain evidence matched; guidelines keep this as other_miscellaneous rather than inventing a label.
cand_0107,pair_1098974_1098972,1098974,"Excuse me @115888 wtf is this, I cannot handle this https://t.co/XA6QjEcz5n",,"@379330 Hey there, we're here to help! How many tracks would you say you have in Songs (roughly)? e.g. 100, 1000, 5000, or more? /TB",True,other_miscellaneous,,sarcasm_slang_hostile,Other / Miscellaneous,hard_case_sarcasm_slang_hostile,,,,,,pending,,other_miscellaneous,,False,False,Brand response shown for reviewer orientation only.,low,No specific support-domain evidence matched; guidelines keep this as other_miscellaneous rather than inventing a label.
cand_0108,pair_1100132_1100131,1100134,@SpotifyCares DM sent,"Customer: @SpotifyCares when I try to play certain artists the songs don't play or just get skipped over in my playlist or queue🙃
Brand: @379569 Hi Jacob, help's here! Can you let us know the device/OS and Spotify version you're using? We'll see what we can suggest /NY",@379569 We've just replied to your DM. Let's continue chatting there /NY,False,playlist_library_curation,,context_dependent_followup,Other / Miscellaneous,hard_case_context_dependent_followup,,,,,,pending,,playlist_library_curation,,False,False,Context used because the customer message alone was underspecified. Brand response shown for reviewer orientation only.,medium,"Customer follow-up is underspecified, but preceding context matches playlist_library_curation."
cand_0109,pair_1102956_1102958,1102959,"@SpotifyCares I love you, stay golden.","Customer: @115888 when will be able to sort our music by genre?
Customer: @115888 would be super dope to be able to group them by genre and then by subgenre
Brand: @380272 Hey! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ",@380272 Sweet! Just let us know if we can help with anything else. https://t.co/Rkb5PJblbW 💚 /NQ,False,unclear_insufficient_context,,context_dependent_followup,Other / Miscellaneous,hard_case_context_dependent_followup,,,,,,pending,,other_miscellaneous,,False,False,Brand response shown for reviewer orientation only.,low,No specific support-domain evidence matched; guidelines keep this as other_miscellaneous rather than inventing a label.
cand_0110,pair_1106328_1106329,1106328,"@115888 @SpotifyCares
Why did you remove the ability to play from all sub-folders, a great feature removed for music organizers",,"@381095 1: Hi! Help's here. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see again.",True,content_catalog_licensing,content_catalog_licensing,normal,Other / Miscellaneous,intent_coverage_content_catalog_licensing,,,,,,pending,,content_catalog_licensing,other_miscellaneous,True,True,Brand response shown for reviewer orientation only.,medium,"Multiple taxonomy patterns matched (content_catalog_licensing, other_miscellaneous); guideline priority rules select content_catalog_licensing."
cand_0111,pair_1118825_1118824,1118825,"@SpotifyCares My Spotify won't play any of my albums, I've already tried logging out of my Spotify multiple times and restarting my phone.",,"@383966 Hi there. Don't worry, help's here. Can you tell us what device, operating system, and app version you're using? /JU",True,playback_streaming_issue,playback_streaming_issue,normal,Clarification / Request for Info,intent_coverage_playback_streaming_issue,,,,,,pending,,playback_streaming_issue,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching playback_streaming_issue in the documented taxonomy.
cand_0112,pair_1122959_1122958,1122959,"Anyone else getting really strange or explicit @115888 ads, even with premium? @SpotifyCares",,"@384844 Hi Mitchell, help's here. Can you DM us your account's email address? We'll check under the hood /NY https://t.co/ldFdZRiNAt",True,other_miscellaneous,,normal,Redirect / DM,intent_coverage_other_miscellaneous,,,,,,pending,,other_miscellaneous,,False,False,Brand response shown for reviewer orientation only.,low,No specific support-domain evidence matched; guidelines keep this as other_miscellaneous rather than inventing a label.
cand_0113,pair_1135346_1135344,1135352,@SpotifyCares Also I have a premium account.,Customer: @SpotifyCares what's up with access to A Pentatonix Christmas Deluxe. I had it and now cannot access it at all.  Very distressing 😫😱,@387479 Hey Kath! Can you let us know what's happening exactly? We'll see what we can suggest /PL,False,other_miscellaneous,,context_dependent_followup,Clarification / Request for Info,multi_turn_followup,,,,,,pending,,other_miscellaneous,,False,False,Brand response shown for reviewer orientation only.,low,No specific support-domain evidence matched; guidelines keep this as other_miscellaneous rather than inventing a label.
cand_0114,pair_1141826_1141824,1141826,"@115888 in the new web app style I cannot find the option for ordering albums by ""most recent added"" (=added into my library)",,"@388775 Hi! We appreciate your feedback. We're still testing and improving the new web player, so we'll pass this onto the team /TC",True,playlist_library_curation,playlist_library_curation,normal,Other / Miscellaneous,intent_coverage_playlist_library_curation,,,,,,pending,,playlist_library_curation,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching playlist_library_curation in the documented taxonomy.
cand_0115,pair_1158255_1158253,1158255,@SpotifyCares I think it’s real messed up that y’all snatched my 6th daily mix away. Fix your algorithm or something.,,"@392470 Hey there! What's happening exactly? Can you let us know the device, operating system, and app version you're using? /PB",True,playlist_library_curation,playlist_library_curation,normal,Clarification / Request for Info,intent_coverage_playlist_library_curation,,,,,,pending,,playlist_library_curation,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching playlist_library_curation in the documented taxonomy.
cand_0116,pair_1186704_1186703,1186704,@115888 is just mixing all the artist that goes by the name Jaya. I just wanna listen to Dahil Tanging Ikaw,,@399042 Hey! Help's here. Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll take a look backstage /MG,True,content_catalog_licensing,content_catalog_licensing,normal,Redirect / DM,intent_coverage_content_catalog_licensing,,,,,,pending,,content_catalog_licensing,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching content_catalog_licensing in the documented taxonomy.
cand_0117,pair_1199565_1199564,1199565,"@SpotifyCares I'm seeing conflicting information, am I capped at 1,333 songs offline or 10,000?",,@401850 2: about offline listening here: https://t.co/1z13MJsB33 /KB,True,offline_downloads_issue,offline_downloads_issue,normal,Other / Miscellaneous,intent_coverage_offline_downloads_issue,,,,,,pending,,offline_downloads_issue,,False,False,Brand response shown for reviewer orientation only.,high,Customer message contains specific evidence matching offline_downloads_issue in the documented taxonomy.
