pair_id,baseline,predicted_intent,retrieval_source_pair_id,machine_relevance,machine_helpfulness,machine_groundedness,machine_appropriateness,machine_unsupported_claims,machine_overall,machine_reason,method,source,generated_utc
pair_110043_1822595,KeywordBaseline,offline_downloads_issue,pair_2799_2798,0,2,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=21->H2; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.775410+00:00
pair_839957_839956,KeywordBaseline,unclear_insufficient_context,pair_2747480_2747478,0,2,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=21->H2; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.805274+00:00
pair_839957_839956,MostFrequentBaseline,other_miscellaneous,pair_478110_478112,0,3,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=14act->H3; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.805576+00:00
pair_848550_848549,KeywordBaseline,playlist_library_curation,pair_855_854,0,2,3,3,0,2,rel_f1=0.06->R0; ov_re=1.00->G3; len=19q->H2; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.805919+00:00
pair_848550_848549,MostFrequentBaseline,other_miscellaneous,pair_478110_478112,0,3,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=14act->H3; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.806243+00:00
pair_859964_859963,KeywordBaseline,unclear_insufficient_context,pair_2747480_2747478,0,2,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=21->H2; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.806598+00:00
pair_859964_859963,MostFrequentBaseline,other_miscellaneous,pair_478110_478112,1,3,3,3,0,2,rel_f1=0.15->R1; ov_re=1.00->G3; len=14act->H3; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.806911+00:00
pair_872258_872257,KeywordBaseline,app_technical_device,pair_853_852,0,3,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=27qact->H3; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.807264+00:00
pair_872258_872257,MostFrequentBaseline,other_miscellaneous,pair_478110_478112,0,3,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=14act->H3; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.807588+00:00
pair_875202_875201,KeywordBaseline,content_catalog_licensing,pair_1877_1880,0,2,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=23->H2; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.807957+00:00
pair_875202_875201,MostFrequentBaseline,other_miscellaneous,pair_478110_478112,1,3,3,3,0,2,rel_f1=0.08->R1; ov_re=1.00->G3; len=14act->H3; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.808286+00:00
pair_877445_877446,KeywordBaseline,playback_streaming_issue,pair_849_851,2,3,3,3,0,3,rel_f1=0.29->R2; ov_re=1.00->G3; len=19qact->H3; clean->A3; no-extra-claims->U0; overall=3,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.808637+00:00
pair_877445_877446,MostFrequentBaseline,other_miscellaneous,pair_478110_478112,0,3,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=14act->H3; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.809247+00:00
pair_886358_886357,KeywordBaseline,playlist_library_curation,pair_855_854,0,2,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=19q->H2; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.809903+00:00
pair_886358_886357,MostFrequentBaseline,other_miscellaneous,pair_478110_478112,0,3,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=14act->H3; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.810233+00:00
pair_888581_888582,KeywordBaseline,unclear_insufficient_context,pair_2747480_2747478,0,2,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=21->H2; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.810569+00:00
pair_888581_888582,MostFrequentBaseline,other_miscellaneous,pair_478110_478112,0,3,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=14act->H3; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.810909+00:00
pair_926727_926726,KeywordBaseline,unclear_insufficient_context,pair_2747480_2747478,0,2,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=21->H2; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.811237+00:00
pair_926727_926726,MostFrequentBaseline,other_miscellaneous,pair_478110_478112,0,3,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=14act->H3; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.811541+00:00
pair_929989_929987,KeywordBaseline,content_catalog_licensing,pair_1877_1880,0,2,3,3,0,2,rel_f1=0.06->R0; ov_re=1.00->G3; len=23->H2; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.811884+00:00
pair_929989_929987,MostFrequentBaseline,other_miscellaneous,pair_478110_478112,0,3,3,3,0,2,rel_f1=0.00->R0; ov_re=1.00->G3; len=14act->H3; clean->A3; no-extra-claims->U0; overall=2,deterministic_heuristic_v1,deterministic_heuristic_v1 (no LLM call; API unavailable or bypassed),2026-09-13T07:18:57.812199+00:00
