pair_id,baseline,customer_message,context_before_customer,human_primary_intent,predicted_intent,generated_reply,retrieval_source_pair_id,retrieved_historical_response,reference_response,relevance_human,helpfulness_human,groundedness_human,appropriateness_human,unsupported_claims_human,overall_score_human,human_note,annotation_status,ai_suggestion_shown,ai_suggestion_values,human_confirmed,human_edited,annotation_mode
pair_371972_371971,KeywordBaseline,@SpotifyCares I've been trying to get access to my artist page for two months. Is the wait normal?Is there anything I can do to speed it up?,,content_catalog_licensing,content_catalog_licensing,"@116129 1: Thanks! Looks like those albums are currently unavailable. Fingers crossed we'll be able to have them soon, but there's info about...",pair_1877_1880,"@116129 1: Thanks! Looks like those albums are currently unavailable. Fingers crossed we'll be able to have them soon, but there's info about...","@204112 Hey there! Could you DM us your artist URI, and your contact email address? We’ll chase this up /NQ https://t.co/ldFdZRiNAt",,,,,,,,pending,,,,,
pair_371972_371971,MostFrequentBaseline,@SpotifyCares I've been trying to get access to my artist page for two months. Is the wait normal?Is there anything I can do to speed it up?,,content_catalog_licensing,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,"@204112 Hey there! Could you DM us your artist URI, and your contact email address? We’ll chase this up /NQ https://t.co/ldFdZRiNAt",,,,,,,,pending,,,,,
pair_378898_378897,KeywordBaseline,@115888 pls I’m pretty sure this is not what u call a shuffle lol https://t.co/5JeEKhMKLb,Customer: honestly hmu when @115888 shuffle doesn’t let me down,playlist_library_curation,playlist_library_curation,"@115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",pair_855_854,"@115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",@205917 Hey! Looks like you're using Connect. The right team are aware of this issue between Shuffle and Connect and they're investigating /RH,,,,,,,,pending,,,,,
pair_378898_378897,MostFrequentBaseline,@115888 pls I’m pretty sure this is not what u call a shuffle lol https://t.co/5JeEKhMKLb,Customer: honestly hmu when @115888 shuffle doesn’t let me down,playlist_library_curation,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@205917 Hey! Looks like you're using Connect. The right team are aware of this issue between Shuffle and Connect and they're investigating /RH,,,,,,,,pending,,,,,
pair_384897_384896,KeywordBaseline,@spotifycares my student discount wasn’t applied to this months bill and I’m not paying £10? Please can you sort,,billing_subscription_payment,billing_subscription_payment,@115999 We understand! Can you DM us both of your account's email addresses and usernames? We'll help out there 🙂 /CG https://t.co/ldFdZRiNAt,pair_893082_893084,@115999 We understand! Can you DM us both of your account's email addresses and usernames? We'll help out there 🙂 /CG https://t.co/ldFdZRiNAt,@207123 Hi there! Can you DM us your account's email address and username? We'll take a closer look /SC https://t.co/ldFdZRiNAt,,,,,,,,pending,,,,,
pair_384897_384896,MostFrequentBaseline,@spotifycares my student discount wasn’t applied to this months bill and I’m not paying £10? Please can you sort,,billing_subscription_payment,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@207123 Hi there! Can you DM us your account's email address and username? We'll take a closer look /SC https://t.co/ldFdZRiNAt,,,,,,,,pending,,,,,
pair_396203_396204,KeywordBaseline,@SpotifyCares Just sent you a DM,"Customer: @SpotifyCares Hi I was wondering when the Recently Played Artists section is going to be fixed? Mine hasn’t updated in months, many thanks
Brand: @209815 Hey Alex, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL
Customer: @SpotifyCares I’m using a MacBook Air, macOS Sierra (10.12.6) &amp; the latest version of Spotify (1.0.65.320). I’ve tried clearing the storage cache as well.
Brand: @209815 Thanks! Is this happening while connected to WiFi, 3G/4G or both? /KL
Customer: @SpotifyCares I’m just on WiFi.
Brand: @209815 Got it. Have you tried connecting to another network? Keep us in the loop /KL
Customer: @SpotifyCares I’m at uni right now, so I’m with their ISP, it’s been the same back home with my ISP, so yes I’ve been on different networks.
Brand: @209815 Okay! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /KL
Customer: @SpotifyCares It doesn’t no, I don’t think it’s an issue with my computer. I’ve seen online that other people’s recently played doesn’t update as well.
Brand: @209815 That's odd. Just to be sure, are you usually on Private Session? If so, this might be the reason why it hasn't updated /KL
Customer: @SpotifyCares No I don’t use a private session, I think it’s not updating with a server or something, that’s why there’s artists I don’t listen to on it.
Brand: @209815 Can you DM us your account's username and email address? We'll take a look backstage /KL https://t.co/ldFdZRiNAt",playlist_library_curation,offline_downloads_issue,"@116374 Hey Katie, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /CG",pair_2799_2798,"@116374 Hey Katie, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /CG",@209815 Hey Alex! We've just sent you a DM. Let's carry on chatting there 🙂 /KL,,,,,,,,pending,,,,,
pair_396203_396204,MostFrequentBaseline,@SpotifyCares Just sent you a DM,"Customer: @SpotifyCares Hi I was wondering when the Recently Played Artists section is going to be fixed? Mine hasn’t updated in months, many thanks
Brand: @209815 Hey Alex, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL
Customer: @SpotifyCares I’m using a MacBook Air, macOS Sierra (10.12.6) &amp; the latest version of Spotify (1.0.65.320). I’ve tried clearing the storage cache as well.
Brand: @209815 Thanks! Is this happening while connected to WiFi, 3G/4G or both? /KL
Customer: @SpotifyCares I’m just on WiFi.
Brand: @209815 Got it. Have you tried connecting to another network? Keep us in the loop /KL
Customer: @SpotifyCares I’m at uni right now, so I’m with their ISP, it’s been the same back home with my ISP, so yes I’ve been on different networks.
Brand: @209815 Okay! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /KL
Customer: @SpotifyCares It doesn’t no, I don’t think it’s an issue with my computer. I’ve seen online that other people’s recently played doesn’t update as well.
Brand: @209815 That's odd. Just to be sure, are you usually on Private Session? If so, this might be the reason why it hasn't updated /KL
Customer: @SpotifyCares No I don’t use a private session, I think it’s not updating with a server or something, that’s why there’s artists I don’t listen to on it.
Brand: @209815 Can you DM us your account's username and email address? We'll take a look backstage /KL https://t.co/ldFdZRiNAt",playlist_library_curation,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@209815 Hey Alex! We've just sent you a DM. Let's carry on chatting there 🙂 /KL,,,,,,,,pending,,,,,
pair_404220_404219,KeywordBaseline,"@SpotifyCares Really getting fed up with this app that can’t maintain downloaded files, has been a problem for over a year for me",Customer: .@SpotifyCares standing at an airport terminal and found that my iPhone Spotify app deleted my entire downloaded library for the 12th time.,offline_downloads_issue,offline_downloads_issue,"@116374 Hey Katie, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /CG",pair_2799_2798,"@116374 Hey Katie, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /CG","@211677 1: Hey Chase, sorry to hear that! Check out the steps under “Downloads unexpectedly removed”...",,,,,,,,pending,,,,,
pair_404220_404219,MostFrequentBaseline,"@SpotifyCares Really getting fed up with this app that can’t maintain downloaded files, has been a problem for over a year for me",Customer: .@SpotifyCares standing at an airport terminal and found that my iPhone Spotify app deleted my entire downloaded library for the 12th time.,offline_downloads_issue,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,"@211677 1: Hey Chase, sorry to hear that! Check out the steps under “Downloads unexpectedly removed”...",,,,,,,,pending,,,,,
pair_465262_465265,KeywordBaseline,@SpotifyCares __email__,"Customer: Help @SpotifyCares
Customer: @SpotifyCares Im using a Samsung galaxy s7
Brand: @225673 Can you fire over your account's email address? We'll take a look backstage /RA",account_access_credentials,account_access_credentials,@487657 Hey! We’re sorry to hear that. Check out https://t.co/QHn3okq8TV for what to do next /BH,pair_1584824_1584823,@487657 Hey! We’re sorry to hear that. Check out https://t.co/QHn3okq8TV for what to do next /BH,"@225673 Oops, sorry about that. For security reasons, we'd suggest removing the tweet that contains your email address and sending us a DM instead /RA https://t.co/ldFdZRiNAt",,,,,,,,pending,,,,,
pair_465262_465265,MostFrequentBaseline,@SpotifyCares __email__,"Customer: Help @SpotifyCares
Customer: @SpotifyCares Im using a Samsung galaxy s7
Brand: @225673 Can you fire over your account's email address? We'll take a look backstage /RA",account_access_credentials,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,"@225673 Oops, sorry about that. For security reasons, we'd suggest removing the tweet that contains your email address and sending us a DM instead /RA https://t.co/ldFdZRiNAt",,,,,,,,pending,,,,,
pair_539211_539210,KeywordBaseline,@115888 I just paid for a full year for a discount. What I didn't realise is that I just paid 3 days ago for my next month of service. Wil I get those extra 27 days tacked onto my year of paid service?,,billing_subscription_payment,billing_subscription_payment,@115999 We understand! Can you DM us both of your account's email addresses and usernames? We'll help out there 🙂 /CG https://t.co/ldFdZRiNAt,pair_893082_893084,@115999 We understand! Can you DM us both of your account's email addresses and usernames? We'll help out there 🙂 /CG https://t.co/ldFdZRiNAt,"@245032 Hey Mick, help's here! Can you send over the username or email address on your account? We'll take a look backstage /GN https://t.co/ldFdZRiNAt",,,,,,,,pending,,,,,
pair_539211_539210,MostFrequentBaseline,@115888 I just paid for a full year for a discount. What I didn't realise is that I just paid 3 days ago for my next month of service. Wil I get those extra 27 days tacked onto my year of paid service?,,billing_subscription_payment,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,"@245032 Hey Mick, help's here! Can you send over the username or email address on your account? We'll take a look backstage /GN https://t.co/ldFdZRiNAt",,,,,,,,pending,,,,,
pair_54539_54538,KeywordBaseline,What? Kool Keith's album Dr. Octogonocologist isn't on @115888? Do I have to switch back to Google Play Music?,,content_catalog_licensing,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@128357 Hi Matt. We’ll have it available to you as soon as it’s available to us! More info at https://t.co/0i8GpimuDa /DV,,,,,,,,pending,,,,,
pair_54539_54538,MostFrequentBaseline,What? Kool Keith's album Dr. Octogonocologist isn't on @115888? Do I have to switch back to Google Play Music?,,content_catalog_licensing,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@128357 Hi Matt. We’ll have it available to you as soon as it’s available to us! More info at https://t.co/0i8GpimuDa /DV,,,,,,,,pending,,,,,
pair_555496_555495,KeywordBaseline,"@SpotifyCares I'm a Premium member. Recently, all of my playlists got deleted. I'm gutted - some of them were up to tens years old. Can you do anything to get them back?",,playlist_library_curation,playlist_library_curation,"@115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",pair_855_854,"@115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB","@249705 Hey, that doesn't sound fun! Can you fire over your account's username or email address via DM? We'll see what we can do /TK https://t.co/ldFdZR1cbT",,,,,,,,pending,,,,,
pair_555496_555495,MostFrequentBaseline,"@SpotifyCares I'm a Premium member. Recently, all of my playlists got deleted. I'm gutted - some of them were up to tens years old. Can you do anything to get them back?",,playlist_library_curation,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,"@249705 Hey, that doesn't sound fun! Can you fire over your account's username or email address via DM? We'll see what we can do /TK https://t.co/ldFdZR1cbT",,,,,,,,pending,,,,,
pair_639956_639955,KeywordBaseline,answere me @137960 @115888 @SpotifyCares @125633 https://t.co/RTFespyDkR,,unclear_insufficient_context,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@271805 Hey! Help's here. Could you DM us some more info? We'll see what we can do /C https://t.co/ldFdZRiNAt,,,,,,,,pending,,,,,
pair_639956_639955,MostFrequentBaseline,answere me @137960 @115888 @SpotifyCares @125633 https://t.co/RTFespyDkR,,unclear_insufficient_context,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@271805 Hey! Help's here. Could you DM us some more info? We'll see what we can do /C https://t.co/ldFdZRiNAt,,,,,,,,pending,,,,,
pair_662956_662955,KeywordBaseline,"@118266 udah daftar premium tapi gak bisa log in, bisa dibantu @118266 ?",,account_access_credentials,account_access_credentials,@487657 Hey! We’re sorry to hear that. Check out https://t.co/QHn3okq8TV for what to do next /BH,pair_1584824_1584823,@487657 Hey! We’re sorry to hear that. Check out https://t.co/QHn3okq8TV for what to do next /BH,"@277957 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /RH",,,,,,,,pending,,,,,
pair_662956_662955,MostFrequentBaseline,"@118266 udah daftar premium tapi gak bisa log in, bisa dibantu @118266 ?",,account_access_credentials,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,"@277957 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /RH",,,,,,,,pending,,,,,
pair_678420_678421,KeywordBaseline,"Hey @115888, the Stranger Things overlay is cool and all, but it's killing my CPU and, thus, my battery. According to https://t.co/CAjBbiPH8x, this is an ad. As a paying subscriber, why am I not able to disable these ads?",,app_technical_device,app_technical_device,"@115887 Thanks. Just to be sure, are you Free or Premium? Also, can you give us more info on what happens when you try using it? /CB",pair_853_852,"@115887 Thanks. Just to be sure, are you Free or Premium? Also, can you give us more info on what happens when you try using it? /CB",@281865 We understand. Can you DM us your account's username or email address? We'll take a look backstage /PL https://t.co/ldFdZRiNAt,,,,,,,,pending,,,,,
pair_678420_678421,MostFrequentBaseline,"Hey @115888, the Stranger Things overlay is cool and all, but it's killing my CPU and, thus, my battery. According to https://t.co/CAjBbiPH8x, this is an ad. As a paying subscriber, why am I not able to disable these ads?",,app_technical_device,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@281865 We understand. Can you DM us your account's username or email address? We'll take a look backstage /PL https://t.co/ldFdZRiNAt,,,,,,,,pending,,,,,
pair_739013_739011,KeywordBaseline,how cant SPOTIFY be available in my countryyyyyy wtf,,other_miscellaneous,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@296744 Hey there! Could you let us know the country you're currently in? We'll keep an eye out for your reply /LP,,,,,,,,pending,,,,,
pair_739013_739011,MostFrequentBaseline,how cant SPOTIFY be available in my countryyyyyy wtf,,other_miscellaneous,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@296744 Hey there! Could you let us know the country you're currently in? We'll keep an eye out for your reply /LP,,,,,,,,pending,,,,,
pair_753650_1870105,KeywordBaseline,"@SpotifyCares If I uninstall Spotify and reinstall it, will my saved playlists delete? Would I have to start new?","Brand: Attention playlist curators! We have two @16134 Wireless Multi-Room Speakers up for grabs. Go.
https://t.co/2rlqX1mY4G",playlist_library_curation,playlist_library_curation,"@115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",pair_855_854,"@115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",@558533 Hey Nelly! Are you referring to music that you saved for offline or just in Your Library? /GS,,,,,,,,pending,,,,,
pair_753650_1870105,MostFrequentBaseline,"@SpotifyCares If I uninstall Spotify and reinstall it, will my saved playlists delete? Would I have to start new?","Brand: Attention playlist curators! We have two @16134 Wireless Multi-Room Speakers up for grabs. Go.
https://t.co/2rlqX1mY4G",playlist_library_curation,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@558533 Hey Nelly! Are you referring to music that you saved for offline or just in Your Library? /GS,,,,,,,,pending,,,,,
pair_839957_839956,KeywordBaseline,@SpotifyCares @115888 @13582 CC: @319835,,unclear_insufficient_context,unclear_insufficient_context,@1084 Hey Nick! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /MO,pair_2747480_2747478,@1084 Hey Nick! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /MO,@319834 Hey Ben! Can you let us know the country your account is set to? We'll take a look backstage /LO,,,,,,,,pending,,,,,
pair_839957_839956,MostFrequentBaseline,@SpotifyCares @115888 @13582 CC: @319835,,unclear_insufficient_context,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@319834 Hey Ben! Can you let us know the country your account is set to? We'll take a look backstage /LO,,,,,,,,pending,,,,,
pair_848550_848549,KeywordBaseline,@SpotifyCares @115888 @127972 Thank you!😊Lots of #Roku users really love #Spotify but it's so frustrating that an important feature like playlists is missing atm!😔#RokuUK,"Customer: .@SpotifyCares Any update RE: lack of #Spotify playlists on @127972?🤷Lack of @181080 from @115888 on this is crazy!😳😕#Roku #RokuUK https://t.co/PWLDJNgP0K
Brand: @295152 Hey there! We have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im. Give us a shout if there's anything else /AC
Customer: @SpotifyCares Thanks!😊But, that info is from March 2017: many users in #RokuUK &amp; other regions wish to know WHEN #Spotify playlists will return to #Roku?🤷
Brand: @295152 We don't have any more info right now. Rest assured, your feedback is being heard while we work with Roku on the best path forwards /AC
Customer: @SpotifyCares Thanks, but this same line has been repeated 'ad infinitum' and it's been 6+ months now... @115888 and @127972 need better @75235!😞😒😣
Brand: @295152 We understand where you're coming from. We'll make sure to let the right team know you'd like to see this again soon. Stay tuned /AC
Customer: @SpotifyCares That trio of lines has worn pretty thin now!😩This really needs to be a priority when #Roku users must pay for premium to even use the app!🤨😒
Customer: @SpotifyCares Is there no way to implement @115888 Connect with @127972, even as an interim gesture of goodwill, so #Roku users don't have to pay!?!🤷
Brand: @295152 @115888 @127972 We hear you 🎧 It's definitely something for the team to consider and we'll make sure it reaches them /AC",playlist_library_curation,playlist_library_curation,"@115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",pair_855_854,"@115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",@295152 You're welcome! We appreciate all the feedback. We’ll get this passed onto the right team 💚 /AC,,,,,,,,pending,,,,,
pair_848550_848549,MostFrequentBaseline,@SpotifyCares @115888 @127972 Thank you!😊Lots of #Roku users really love #Spotify but it's so frustrating that an important feature like playlists is missing atm!😔#RokuUK,"Customer: .@SpotifyCares Any update RE: lack of #Spotify playlists on @127972?🤷Lack of @181080 from @115888 on this is crazy!😳😕#Roku #RokuUK https://t.co/PWLDJNgP0K
Brand: @295152 Hey there! We have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im. Give us a shout if there's anything else /AC
Customer: @SpotifyCares Thanks!😊But, that info is from March 2017: many users in #RokuUK &amp; other regions wish to know WHEN #Spotify playlists will return to #Roku?🤷
Brand: @295152 We don't have any more info right now. Rest assured, your feedback is being heard while we work with Roku on the best path forwards /AC
Customer: @SpotifyCares Thanks, but this same line has been repeated 'ad infinitum' and it's been 6+ months now... @115888 and @127972 need better @75235!😞😒😣
Brand: @295152 We understand where you're coming from. We'll make sure to let the right team know you'd like to see this again soon. Stay tuned /AC
Customer: @SpotifyCares That trio of lines has worn pretty thin now!😩This really needs to be a priority when #Roku users must pay for premium to even use the app!🤨😒
Customer: @SpotifyCares Is there no way to implement @115888 Connect with @127972, even as an interim gesture of goodwill, so #Roku users don't have to pay!?!🤷
Brand: @295152 @115888 @127972 We hear you 🎧 It's definitely something for the team to consider and we'll make sure it reaches them /AC",playlist_library_curation,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@295152 You're welcome! We appreciate all the feedback. We’ll get this passed onto the right team 💚 /AC,,,,,,,,pending,,,,,
pair_859964_859963,KeywordBaseline,@SpotifyCares check dm please,,unclear_insufficient_context,unclear_insufficient_context,@1084 Hey Nick! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /MO,pair_2747480_2747478,@1084 Hey Nick! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /MO,@324180 Hey there! We've replied to your DM. Check your inbox /LM,,,,,,,,pending,,,,,
pair_859964_859963,MostFrequentBaseline,@SpotifyCares check dm please,,unclear_insufficient_context,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@324180 Hey there! We've replied to your DM. Check your inbox /LM,,,,,,,,pending,,,,,
pair_872258_872257,KeywordBaseline,Any word on an app for Apple Watch-or-TV? I need Spotify for working out &amp; parties and don't currently have it. @115888 @SpotifyCares,,app_technical_device,app_technical_device,"@115887 Thanks. Just to be sure, are you Free or Premium? Also, can you give us more info on what happens when you try using it? /CB",pair_853_852,"@115887 Thanks. Just to be sure, are you Free or Premium? Also, can you give us more info on what happens when you try using it? /CB","@327079 1. Hey there! We don't have any news to share about Apple TV and Watch right now, but you can vote for the idea here:",,,,,,,,pending,,,,,
pair_872258_872257,MostFrequentBaseline,Any word on an app for Apple Watch-or-TV? I need Spotify for working out &amp; parties and don't currently have it. @115888 @SpotifyCares,,app_technical_device,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,"@327079 1. Hey there! We don't have any news to share about Apple TV and Watch right now, but you can vote for the idea here:",,,,,,,,pending,,,,,
pair_875202_875201,KeywordBaseline,On @327793 there are not available all songs :( Only 'Postcards in the Sky' song and songs from both EPs. @68312 @63190,,content_catalog_licensing,content_catalog_licensing,"@116129 1: Thanks! Looks like those albums are currently unavailable. Fingers crossed we'll be able to have them soon, but there's info about...",pair_1877_1880,"@116129 1: Thanks! Looks like those albums are currently unavailable. Fingers crossed we'll be able to have them soon, but there's info about...","@327792 Hi Madeline, help's here. Can you let us know the device/OS and Spotify version you're using? We'll see what we can suggest /NY",,,,,,,,pending,,,,,
pair_875202_875201,MostFrequentBaseline,On @327793 there are not available all songs :( Only 'Postcards in the Sky' song and songs from both EPs. @68312 @63190,,content_catalog_licensing,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,"@327792 Hi Madeline, help's here. Can you let us know the device/OS and Spotify version you're using? We'll see what we can suggest /NY",,,,,,,,pending,,,,,
pair_877445_877446,KeywordBaseline,@SpotifyCares  https://t.co/l2jLOMMBgU,"Customer: Anyone else's Spotify randomly connect to the webplayer and play some random playlists you've never heard before? So odd. Had it 3 times now
Brand: @328296 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /NG
Customer: @SpotifyCares Happened on both Android &amp; Windows Spotify - newest versions! Only started doing this few days ago and happened around 3 times
Brand: @328296 Thanks. Just to check, are you getting any specific error messages? If so, a screenshot can be handy /NG
Customer: @SpotifyCares Nope, just stops my song, connects to webplayer and plays some random stuff. Despacito was the latest one ahaha
Brand: @328296 Got it. Can you head to your desktop app's Settings &gt; Startup and Window Behaviour and check if it's ticked or unticked? /NG",playback_streaming_issue,playback_streaming_issue,@115887 Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,pair_849_851,@115887 Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,"@328296 Can you try unticking the ""Allow Spotify to be opened from the web""? Does that help? /NG",,,,,,,,pending,,,,,
pair_877445_877446,MostFrequentBaseline,@SpotifyCares  https://t.co/l2jLOMMBgU,"Customer: Anyone else's Spotify randomly connect to the webplayer and play some random playlists you've never heard before? So odd. Had it 3 times now
Brand: @328296 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /NG
Customer: @SpotifyCares Happened on both Android &amp; Windows Spotify - newest versions! Only started doing this few days ago and happened around 3 times
Brand: @328296 Thanks. Just to check, are you getting any specific error messages? If so, a screenshot can be handy /NG
Customer: @SpotifyCares Nope, just stops my song, connects to webplayer and plays some random stuff. Despacito was the latest one ahaha
Brand: @328296 Got it. Can you head to your desktop app's Settings &gt; Startup and Window Behaviour and check if it's ticked or unticked? /NG",playback_streaming_issue,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,"@328296 Can you try unticking the ""Allow Spotify to be opened from the web""? Does that help? /NG",,,,,,,,pending,,,,,
pair_886358_886357,KeywordBaseline,.@115888 really needs to make a '90s witch playlist,,playlist_library_curation,playlist_library_curation,"@115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",pair_855_854,"@115887 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",@330447 Hey there! Could you give us some examples of what you mean? We'll see what we can do /TB,,,,,,,,pending,,,,,
pair_886358_886357,MostFrequentBaseline,.@115888 really needs to make a '90s witch playlist,,playlist_library_curation,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@330447 Hey there! Could you give us some examples of what you mean? We'll see what we can do /TB,,,,,,,,pending,,,,,
pair_888581_888582,KeywordBaseline,@SpotifyCares Windows 950xl phone.,"Customer: Their UI sucks but their twitter team does not. https://t.co/YqHaQdoglr
Brand: @325676 You're welcome! We don’t have any other info on this right now, but let us know if you need a hand with anything else /JX
Customer: @SpotifyCares One layer of well-considered UI menus options would make things much easier.
Brand: @325676 Just to clarify, What device are you using? We'll see what we can suggest /JX",app_technical_device,unclear_insufficient_context,@1084 Hey Nick! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /MO,pair_2747480_2747478,@1084 Hey Nick! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /MO,@325676 3: Thank you for your suggestions! We can’t make any promises but we've got it noted and we’ll pass your it onto the right folks /JX,,,,,,,,pending,,,,,
pair_888581_888582,MostFrequentBaseline,@SpotifyCares Windows 950xl phone.,"Customer: Their UI sucks but their twitter team does not. https://t.co/YqHaQdoglr
Brand: @325676 You're welcome! We don’t have any other info on this right now, but let us know if you need a hand with anything else /JX
Customer: @SpotifyCares One layer of well-considered UI menus options would make things much easier.
Brand: @325676 Just to clarify, What device are you using? We'll see what we can suggest /JX",app_technical_device,other_miscellaneous,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,pair_478110_478112,@228591 We've just sent a DM your way. Let's carry on chatting there /PK,@325676 3: Thank you for your suggestions! We can’t make any promises but we've got it noted and we’ll pass your it onto the right folks /JX,,,,,,,,pending,,,,,
